thi,for,bought,152
iphone,feature,extra,45
customer,service,great,163
battery,life,best,10
battery,life,long,10
price,phone,great,213
face,look,clean,79
christma,picture,dirty,196
exception,condition,excellent,28
service,option,prepaid expensive,119
deal,price,good good,135
battery,life,good,10
look,brand,far perfect,16
screen,protector,free,153
price,tag,great,213
network,product,great,157
customer,service,excellent,163
quality,product,great,206
glas,crack,small,54
buy,love,great,10
battery,life,great,10
battery,life,great,10
money,quality,good,70
price,upgrade,good,213
price,value,great,213
daughter,smartphone,1st,135
return,proces,extremely fast,57
battery,life,battery awesome,10
battery,life,excellent,10
battery,life,great,10
iphone,transfer,easy,45
hairline,crack,light,60
review,guy,negative,57
review,perfect,honest,57
phone,perfect,honest,213
came,perfect,honest,15
battery,amount,same,10
sim,card,visible,140
price,purchase,great,213
box,condition,great,10
iphone,work,perfect,45
money,value,great,70
sim,card,new,140
screen,protector,nice,153
camera,quality,also good really,197
course,surprise,nice,190
hand,size,great,60
money,value,good,70
buy,condition,excellent,10
battery,life,good,10
service,work,great,119
verizon,replacement,good,106
color,quality,good,68
god,quality,good,54
battery,health,great,10
apple,iphone,first,7
software,update,latest,200
price,product,great,213
price,value,great,213
touch,screen,amazing,152
work,screen,definitely viewable,55
charger,wife,original,88
work,look,great,55
not,scratch,single,157
scratch,condition,quickly perfect,146
battery,love,new,10
work,shipping,fast great,55
money,value,great,70
battery,life,good,10
screen,scratch,minor visible,153
review,kind,previous,57
battery,life,great so,10
right,corner,top,57
corner,scuff,minimal,69
battery,life,great good,10
delivery,arrival,early quick,135
battery,screen,good,10
battery,life,about normal,10
came,brand,new,15
feeling,brand,new,79
customer,service,amazing,163
deal,home,perfect great,135
work,price,nice good,55
condition,phone,excellent,126
year,gift,old,45
price,quality,great,213
money,buy,great,70
battery,life,good,10
use,screen,daily,71
touch,screen,daily,152
screen,life,good,153
screen,look,fast good,153
quality,look,fast good,206
gift,price,great,54
protector,scratch,no new,213
camera,condition,good,197
glue,bit,little,54
service,product,excellent,119
cricket,work,great,159
use,period,long,71
store,price,good,20
anything,scratch,not single,7
brand,one,new previous,10
screen,protector,free,153
value,screen,good,106
apple,battery,original,7
battery,life,best n't,10
price,condition,great,213
price,iphone,solid,213
battery,life,great,10
iphone,color,beautiful new,45
coral,color,beautiful new,86
great,phone,happy very,54
price,product,excellent,213
edge,scuff,small n't,28
life,condition,perfect,16
customer,service,excellent,163
battery,life,great,10
screen,size,good,153
price,unit,great,213
price,product,great,213
condition,battery,perfect,126
item,nothing,wrong,45
mint,condition,absolute,70
absolutely,new,new absolutely,7
brand,life,perfect new,10
battery,life,better,10
battery,life,not long as still,10
battery,life,amazing,10
birthday,gift,great,10
everything,work,fine just,28
brand,condition,new,10
touch,screen,not friendly,152
customer,service,excellent,163
great,condition,great,54
battery,life,great,10
screen,scratch,few bad,153
iphone,price,best great,45
picture,quality,great,213
camera,quality,lovely,197
apple,product,great,7
battery,life,good,10
iphone,problem,only,45
problem,price,great,213
work,look,great,55
price,product,great,213
condition,product,great,126
kid,replacement,good,51
face,recognition,good,79
battery,life,good,10
product,experience,good,213
resolution,experience,good,57
phone,quality,fantastic good,213
money,value,decent,70
iphone,upgrade,great,45
screen,scratch,small,153
seller,communication,great as,129
battery,life,long,10
brand,looking,more new,10
price,buy,great,213
condition,cosmetic,perfect,126
brand,condition,spanking new,10
brand,scratch,not actually new,10
seller,review,many good,129
price,purchase,great very,213
carrier,work,excellent,111
delivery,condition,good fast,135
screen,size,larger,153
work,product,great good,55
brand,charger,generic off,10
charger,box,generic,88
everything,work,good,28
battery,life,best,10
buck,bang,more,10
came,faster,faster,15
product,quality,excellent,213
price,value,good,213
price,value,good,213
time,buyer,first,152
money,value,good really,70
term,iphone,long,152
purchase,price,great great,213
great,iphone,like-new,54
functionality,love,great,79
camera,work,okay,197
price,deal,great,213
mom,gift,perfect amazing,70
model,battery,different,70
screen,scratch,minor,153
condition,scratch,minor,126
purchase,price,great,213
camera,storage,great,197
touch,screen,great,152
son,gift,satisfied,145
vendor,purchase,far second good,106
battery,life,good,10
shipping,packaging,whole,199
iphone,plu,previous,45
life,condition,perfect,16
battery,life,superb,10
decade,purchase,first,135
quality,overall,great,206
battery,life,amazing,10
sim,card,own,140
seller,purchase,great conditionwould,129
battery,life,great,10
look,brand,new,16
battery,life,great,10
price,quality,excellent,213
phone,seller,best,213
battery,life,amazing,10
iphone,upgrade,great,45
touch,screen,very responsive,152
cell,phone,fine,0
quality,life,great great,206
battery,life,great great,10
battery,life,great,10
condition,product,great,126
work,mint,good,55
battery,life,good,10
scratch,life,good,146
screen,life,good,153
apple,but,other,7
charger,but,other,88
battery,life,excellent,10
only,thing,only,27
battery,life,perfect,10
screen,crack,new,153
look,brand,new as,16
price,value,great,213
price,value,great,213
quality,picture,good,206
battery,life,great,10
upgrade,choice,great,71
brand,thank,new,10
brand,problem,no new,10
camera,quality,not as good,197
color,protector,tinted,68
screen,protector,tinted,153
quality,product,top,206
quality,product,top,206
couple,day,blue,112
problem,work,far great,213
battery,life,ok,10
iphone,store,original,45
condition,phone,awesome,126
side,scratch,minor,31
paint,amount,smalle,213
couple,scratch,just other,112
price,love,amazing,213
iphone,work,perfectly very happy,45
screen,scratch,minor few,153
quality,product,excellent,206
quality,product,excellent,206
battery,life,great,10
brand,condition,new,10
protector,condition,perfect,213
scare,review,few bad,18
top,scratch,small,152
battery,life,maybe lower,10
money,value,great,70
review,cause,scared,57
customer,service,great,163
battery,life,good,10
saving,quality,same,207
battery,life,long,10
thing,life,better good,152
battery,life,better good,10
iphone,love,second,45
battery,life,very strong,10
look,brand,new,16
quality,packaging,high,206
scratch,bit,little,146
scratch,problem,no great overall,146
corner,scratch,bad,69
price,quality,awesome,213
battery,life,great,10
sim,card,old,140
iphone,plu,old,45
battery,life,good,10
battery,life,great,10
condition,nothing,wrong amazing,126
battery,life,great,10
battery,life,great,10
buck,bang,great,10
work,seller,great,55
screen,quality,perfect,153
busines,day,quick,10
glas,crack,skeptical small,54
scratch,crack,skeptical small,146
price,girlfriend,good,213
seller,iphone,awesome,129
seller,iphone,awesome,129
awesome,iphone,awesome,7
iphone,iphone,awesome,45
brand,recommend,new,10
buyer,recommend,new,10
work,perfectly,perfectly fine,55
brand,buy,now litterally new,10
battery,life,great,10
product,quality,good,213
nothing,scratch,wrong,157
brand,condition,new,10
work,look,great,55
page,load,fast,213
battery,life,good,10
battery,life,good,10
screen,resolution,good,153
page,load,fast,213
battery,time,long last,10
battery,life,awesome,10
dash,cant,just little,135
battery,life,good,10
date,product,super great amazing,135
battery,life,bad really,10
battery,life,great,10
grandson,erik,far happy,54
nothing,came,wrong,157
device,mark,few external,135
cosmetic,damage,minimal,166
sim,card,bigger,140
brand,iphone,just new,10
battery,performance,outstanding,10
brand,charger,new,10
charger,box,nice,88
health,bill,clean,60
privacy,los,total,213
battery,life,better,10
decade,iphone,first,135
perfect,condition,perfect,213
android,fan,die-hard,7
quality,item,great,206
battery,life,great,10
brand,other,new as other,10
device,quality,great,135
price,quality,high,213
brand,device,new,10
product,everything,great,213
price,item,great,213
condition,ordered,as,126
quality,item,good,206
video,picture,enough,106
purchase,everything,great,213
not,phone,fake,157
product,quality,perfect,213
price,quality,perfect,213
battery,life,incredible,10
quality,product,great,206
time,waste,total,152
condition,deal,great,126
time,user,1st,152
apple,user,1st,7
iphone,user,1st,45
apple,world,user-friendly so,7
window,transition,simple,55
apple,transition,simple,7
brand,condition,new,10
star,rating,stellar,96
iphone,rating,stellar,45
apple,support,direct,7
time,assessment,1st,152
apple,assessment,1st,7
iphone,assessment,1st,45
user,assessment,1st,71
condition,price,best,126
look,brand,new great,16
christma,gift,early,196
battery,life,awesome,10
money,product,great,70
condition,product,excellent,126
brand,piece,new,10
box,cover,different,10
price,shipping,super fast,213
battery,life,great,10
battery,life,outstanding,10
battery,life,good,10
camera,quality,great,197
brand,condition,new,10
customer,service,great,163
work,have,great,55
great,phone,great,54
brand,condition,practically new,10
super,quality,good,185
receipt,condition,good,57
sight,scratch,not new,174
condition,life,excellent perfect,126
battery,life,excellent perfect,10
color,yellow,bright,68
son,gift,great,145
excellent,product,excellent,28
battery,life,full,10
battery,life,unbelievably awesome,10
price,product,wonderful,213
quality,device,great,206
battery,life,great,10
back,scratch,light,10
brand,seller,best new,10
privacy,setting,great,213
battery,life,better,10
satisfaction,seller,legit,48
price,product,good,213
quality,photo,great great,206
battery,day,last sometime,10
price,product,good,213
battery,life,really good,10
iphone,condition,good,45
quality,photo,high,206
product,photo,high,213
sale,photo,high,142
trust,love,worthy,152
battery,life,better,10
market,iphone,best overall,70
quality,product,good,206
brand,iphone,new,10
work,brand,perfect new,55
look,brand,perfect new,16
phone,version,indian,213
best,camera,best,10
google,experience,past,54
store,affiliate,corporate,20
aperture,len,right,7
design,input,no big,135
bar,none,better,10
portrait,picture,professional,213
quality,picture,professional,206
battery,life,great,10
battery,life,great,10
effort,amount,huge,28
support,hurdle,whole,26
hardware,other,bad,60
tier,manufacturer,top,152
manufacturer,flagship,not near certainly,70
sim,card,new smaller,140
call,problem,intermittent audio,204
quality,problem,intermittent audio,206
pixel,version,lite basically,213
pixel,info,other,213
entry,cost,finally low,28
pool,date,unfortunate,213
form,factor,smaller,79
price,phone,great,213
brand,condition,new,10
sensor,camera,triple,180
light,picture,unbelievable low,16
angle,cam,wide,7
selfie,cam,wide,138
photo,storage,free,213
quality,storage,free,206
way,way,shorter,55
life,factor,big,16
pixel,owner,many other,213
wifi,feature,&gt;,55
auto,feature,&gt;,7
switch,feature,&gt;,194
screenshot,space,insufficient,95
storage,space,insufficient,65
battery,life,low,10
camera,feature,more,197
call,sound,distorted noisy,204
android,feature,best,7
night,sight,amazing,157
battery,life,good,10
email,use,daily,28
gallery,app,dedicated,54
party,gallery,third,213
screen,protector,good,153
update,month,n't lagging,71
landscape,video,full-screen,16
picture,quality,actual,213
camera,setup,dual,197
speed,core,high,19
android,way,standard,7
year,couple,past,45
user,complaint,common,71
day,building,wifi-connected always,135
datum,plan,pay-as-you-go,135
saturday,night,close,165
course,feature,outstanding,190
battery,life,best,10
battery,life,longer,10
processor,life,longer,213
battery,life,terrible,10
life,life,longer,16
released-processor,life,terrible,57
battery,life,disappointing,10
mode,photo,almost better,70
image,processing,great,45
battery,life,ok,10
light,picture,low,16
image,processing,superior,45
dollar,performance,high,135
dollar,performance,high,135
screen,sensitivity,good,153
screen,protector,built-in,153
performance,hiccup,more,213
course,update,latest,190
call,volume,great,204
feature,look,long,79
carrier,functionality,necessary,111
battery,life,great,10
pixel,feature,new,213
pixel,owner,happy,213
functionality,spot,sweet,79
pixel,bar,best,213
customer,service,great,163
photo,storage,unlimited,213
finger,reader,quick,79
print,reader,quick,213
back,reader,quick,10
budget,tier,mid,10
battery,life,very good,10
performance,spot,sweet,213
point,spot,sweet,213
value,product,high,106
resolution,screen,stunning,57
memory,option,external,70
option,lack,disappointing nevertheless,27
notch,screen,free,157
force,upgrade,great,79
android,experience,pure,7
security,update,regular,22
android,experience,true pure,7
course,camera,there superb,190
iphone,user,advid,45
tech,user,low,152
charge,damage,wet,90
port,damage,wet,213
day,deal,prime,135
battery,life,amazing,10
panel,length,excessive,213
fingerprint,reader,fine,79
right,corner,top,57
storage,capability,external,65
battery,life,good,10
battery,fool,small,10
capacity,fool,small,89
lot,battery,larger,16
battery,life,little,10
difference,advantage,enough,135
battery,life,good,10
battery,life,no different,10
price,smartphone,best,213
buck,bang,good,10
battery,life,incredible,10
android,experience,perfect,7
tech,nerd,elderly,152
battery,life,good,10
camera,device,great,197
buck,bang,best,10
money,value,great,70
ph-1,sot,double,213
battery,life,great,10
point,phone,great,213
battery,life,average,10
life,screen,great,16
price,point,cheaper,213
customer,service,good,163
finger,reader,good,79
print,reader,good,213
google,photo,unlimited,54
google,photo,unlimited,54
google,product,great,54
price,product,great,213
withy,pixel,happy,55
google,pixel,happy,54
camera,processor,best,197
range,processor,best,57
work,fine,latest,55
pixel,version,slower,213
mom,choice,excellent,70
line,option,alternative up,16
money,value,fantastic,70
money,value,great,70
pixel,upgrade,huge,213
budget,phone,phenomenal,10
price,option,best,213
quality,storage,high,206
money,value,great,70
money,value,good,70
money,phone,good,70
call,quality,pretty good,204
battery,life,great,10
power,performance,excellent,213
auto,issue,occasional,7
camera,quality,awesome really,197
android,experience,pure,7
camera,experience,amazing,197
battery,life,great,10
battery,life,good really,10
performance,life,great good,213
battery,life,great good,10
android,upgrade,excellent,7
charge,capability,no wireless,90
microphone,hole,top,70
sim,ejection,fitting,140
card,ejection,fitting,191
call,reception,excellent,204
money,value,great,70
money,value,great,70
age,group,different,7
money,screen,great,70
price,quality,excellent,213
user,interface,excellent,71
dust,bit,occasionally little,135
activity,screen,additional,7
cleaning,way,more,173
job,way,more,206
podcast,episode,new,213
service,provider,own,119
android,phone,best,7
cell,phone,best,0
warehouse,condition,new,55
time,period,short,152
light,room,darker,16
haystack,needle,bad,60
money,amount,ridiculous,70
return,policy,confusing,57
quality,testing,basic,206
control,testing,basic,1
assurance,testing,basic,7
android,software,non-functioning,7
battery,life,good,10
electronic,purchase,worst,28
decade,purchase,worst,135
pretty,aspect,much other,213
battery,life,slightly better,10
screen,brightnes,decent,153
photo,storage,free,213
batter,everything,awesome,10
batter,everything,awesome,10
customer,service,much as,163
volume,speaker,otherwise crackly,106
battery,indicator,strange,10
charge,indicator,strange,90
charge,cycle,few,90
party,work,third,213
app,work,third,7
clas,connection,second mobile,6
rock,camera,solid,57
google,product,great,54
battery,life,excellent,10
friday,deal,especially black,79
battery,life,longer,10
glas,screen,premium,54
operating,system,good old-fashioned bare-bones,27
delivery,product,fast good,135
someone,value,superb great,3
construction,feel,solid good,92
color,hue,pink,68
batter,life,horrible,10
money,value,good,70
maximum,ringtone,much quiet too,70
camera,horse,nice,197
android,experience,best,7
price,experience,best,213
budget,device,conscious full,10
qualification,device,excellent,206
android,device,first,7
way,upgrade,substantial,55
battery,life,fantastic,10
charge,day,full,90
plastic,case,durable,213
case,device,practical full,67
battery,life,better,10
pixel,life,better,213
light,filter,blue,16
life,luck,good,16
speaker,quality,so-so,49
smartphone,seat,top,72
google,assistant,easy,54
battery,life,long,10
product,quality,excellent,213
quality,delivery,аast,206
year,print,fine,45
chat,service,online,181
representative,service,online,57
warranty,lemon,total,55
battery,life,horrendous,10
battery,life,terrible,10
user,interface,intuitive,71
battery,life,exceptional,10
google,experience,too bad,54
pixel,hope,high,213
battery,life,longer,10
battery,life,disappointing,10
battery,life,short,10
battery,life,good really,10
money,value,excellent,70
browsing,experience,general,10
android,experience,pure,7
camera,lens,no extra,197
fingerprint,reader,slow,79
zoom,len,extra optical,206
camera,len,extra optical,197
price,product,good,213
android,version,pure amazing,7
color,display,vibrant,68
beginning,need,simple,10
case,lack,obnoxious,67
camera,focu,obnoxious sometimes really,197
protector,type,different,213
night,shot,impossible,157
battery,life,good,10
google,integration,seamless,54
photo,integration,seamless,213
quality,photo,regular free,206
quality,component,better,206
hardware,component,better,60
trip,camera,go-to,152
device,weight,light,135
point,device,exceptional,213
buck,bang,best,10
price,battery,excellent great outstanding,213
google,integration,excellent,54
google,integration,excellent,54
pixel,experience,unlucky first,213
battery,life,awesome,10
battery,life,best,10
use,year,past,71
feature,pricing,best,79
google,update,fast,54
software,update,fast,200
spec,pixel,higher,192
iphone,user,former,45
stock,software,polished extremely,170
android,software,polished extremely,7
pixel,software,polished extremely,213
blow,skin,other most,10
top,skin,other most,152
company,skin,other most,76
water,skin,other most,55
battery,life,okay,10
brand,cost,new,10
android,experience,no-bloat,7
camera,quality,fantastic,197
photo,upload,unlimited high-quality,213
price,all-rounder,excellent,213
price,camera,great,213
market,camera,best,70
price,camera,best,213
delivery,attempt,second,135
sprint,call,numerous,81
quality,smartphone,high new,206
camera,cover,own rear,197
support,time,long unconscionable,26
stock,application,invasive,170
application,pile,giant,7
glas,screen,gorgeous,54
photo,option,panoramic,213
charger,cable,different,88
portrait,camera,amazing,213
photography,display,impressive,213
buck,bang,great,10
screen,quality,excellent,153
the,quality,great call,152
the,performance,generally good,152
pixel,issue,apparently common,213
version,cost,newer,106
google,technology,perfect,54
cloud,technology,perfect,66
warranty,experience,good,55
battery,life,terrible,10
battery,life,pretty solid,10
amazing,phone,amazing all,7
screen,recording,native no,153
app,user,heavy,7
model,android,older,70
battery,life,long crazy,10
cheek,bone,not just prominent,182
test,application,most,152
battery,life,good,10
stereo,audio,amazing,9
customer,support,worse,163
use,week,several,71
range,smartphone,mid,57
battery,life,great,10
viewing,angle,good,106
buck,bang,more,10
intelligence,camera,spectacular,45
car,auto,android,168
battery,life,pathetic,10
customer,service,bad,163
battery,power,much,10
wife,cause,frustrating,55
camera,quality,amazing,197
cell,phone,amazing,0
buck,bang,best,10
buck,bang,best,10
market,option,now best,70
user,interface,incredible,71
battery,life,nice,10
warehouse,way,timely,55
task,processor,many,152
google,sticker,groovy,54
logo,sticker,groovy,16
selfie,cam,awesome,138
screen,tap,double,153
price,deal,definitely good,213
clas,price,middle,6
cell,reception,good,0
signal,reception,good,42
sim,card,other,140
cell,reception,poorer,0
customer,service,terrible,163
card,slot,micro,191
battery,life,excellent,10
operating,system,new,27
setting,set,different,63
return,policy,good,57
fingerprint,unlock,fast,79
touch,operation,quick,152
screen,operation,quick,153
research,hour,many,57
size,storage,unlimited no full,172
device,storage,unlimited no full,135
battery,life,great so,10
memory,option,expandable no,70
quality,control,poor,206
quality,feature,many high,206
battery,life,great,10
google,ad,many,54
screen,issue,black,153
week,issue,few,55
battery,life,great,10
buck,bang,best,10
battery,life,good,10
battery,life,amazing,10
quality,compromise,best,206
call,blocker,extreme,204
speaker,volume,less weak,49
cat,toy,great,23
pixel,transfer,easy,213
editing,feature,many available,28
reader,trouble,little,57
android,upgrade,big,7
estimate,value,good,28
brand,device,new,10
box,app,less,10
price,camera,great,213
battery,life,as n't good,10
pixel,release,first,213
price,cost,mid,213
google,purchase,last probably,54
battery,life,key,10
the,battery,last,152
battery,life,great,10
battery,life,great,10
money,value,good better,70
battery,life,better,10
battery,life,great,10
camera,quality,great,197
user,interface,simple,71
battery,life,quite good,10
tech,support,cellular,152
battery,life,great,10
buck,bang,best,10
camera,phone,great,197
battery,life,horrible,10
phone,service,terrible,213
android,experience,best,7
storage,weight,light,65
camera,thing,only good,197
range,camera,mid other,57
battery,life,decent,10
google,pixel,typical,54
cell,phone,great,0
tech,support,no good,152
busines,buy,best,10
battery,life,quickly also good,10
finger,print,touchy,79
usability,issue,due subtle,71
pixel,camera,same,213
battery,life,awesome,10
day,couple,first,135
price,feature,good,213
battery,life,long,10
google,purchase,prior other,54
pixel,purchase,prior other,213
carry,want,other,100
finger,scanner,great,79
print,scanner,great,213
user,interface,better,71
work,time,full,55
screen,quality,amazing,153
thing,photography,excellent,152
battery,life,long,10
finger,reader,far excellent,79
print,reader,far excellent,213
battery,life,good,10
sim,card,t-mobile,140
sprint,signal,crappy,81
sprint,signal,crappy,81
battery,life,good,10
eye,option,friendly,28
tone,option,friendly,152
price,performance,outstanding,213
battery,life,best not,10
power,bank,handy,213
work,month,half,55
mobil,spot,hot,70
battery,life,great,10
fingerprint,reader,terrible,79
battery,life,insanely good,10
marketing,point,great,70
device,point,great,135
nexus,upgrade,big,157
product,price,good,213
great,price,good,54
product,refund,full,213
price,tag,hefty,213
google,boxing,original,54
range,performance,mid,57
view,vice,versa front,106
month,fine,worked,70
battery,life,bad really,10
price,point,great,213
store,charge,few,20
battery,life,awesome,10
product,price,great,213
tier,device,mid great,152
battery,life,extended,10
contact,software,great,176
contact,letter,first large,176
name,letter,first,157
contact,name,first,176
contact,format,very confusing new,176
money,value,great,70
pixel,user,loyal,213
brand,device,new,10
google,screen,white,54
text,screen,orange,152
error,screen,orange,28
delivery,service,nice,135
crack,right,single,34
middle,right,single,70
customer,service,better,163
feeling,screen,slow cheap,79
price,point,fantastic,213
party,app,3rd,213
message,icon,tiny,70
battery,draw,additional,10
warehouse,condition,new,55
battery,life,horrible,10
speaker,issue,sound,49
battery,life,poor,10
battery,life,very poor,10
customer,service,faulty,163
cell,quality,good,0
battery,duration,not good,10
pixel,return,second,213
finger,reader,faulty,79
print,reader,faulty,213
buck,bang,great,10
lcd,crack,small,16
battery,life,horrible,10
mode,etc,safe,70
battery,life,good,10
water,drop,smallest,55
battery,life,well exceptional,10
fingerprint,sensor,terrible,79
battery,life,fine,10
battery,life,good,10
picture,quality,excellent,213
page,power,up own,213
warranty,tech,certified,55
problem,aspect,good,213
battery,life,not great,10
battery,life,not great,10
speaker,sound,very low,49
speaker,sound,low,49
replacement,part,unavailable,57
look,condition,good,16
phone,experience,great,213
support,lack,complete,26
position,time,first,213
price,quality,nice,213
hand,speaker,free,60
hand,speaker,free,60
google,product,last,54
quality,hardware,low,206
battery,life,low,10
battery,life,insufficient,10
crap,piece,total,103
hardware,issue,few,60
model,issue,few,70
camera,processing,nice,197
picture,processing,nice,213
hardware,flaw,fatal,60
not,buy,cheap,157
motherboard,money,your,70
boot,mode,fast,10
boot,mode,fast,10
battery,life,better,10
android,display,upgrade,7
june,week,first,206
battery,life,miserable also,10
battery,life,pretty short,10
android,device,other,7
speaker,work,able,49
wont,work,able,55
music,wont,player-you,70
wont,work,able,55
audio,bit,scratchy,7
back,scratch,deep,10
brand,speaker,new,10
device,speaker,new,135
battery,life,limited,10
screen,quality,low,153
pink,shade,different,213
everything,load,quick relatively,28
page,version,mobile,213
sim,drawer,flimsy,140
card,drawer,flimsy,191
chat,room,online,181
line,room,online,16
question,answer,totally dishonest,206
product,description,fraudulent,213
product,description,inaccurate,213
verizon,card,not usable,106
sim,card,not usable,140
trouble,shooting,much,152
brand,product,new,10
form,factor,weird,79
side,issue,slight,31
screen,side,left,153
phone,ever,worst,213
sim,card,several,140
month,screen,unresponsive,70
software,experience,horrible,200
month,sound,no broken,70
google,product,top,54
force,advertisement,non-stop,79
least,ever,intuitive,16
ringer,working,wet,57
charge,port,broken,90
seller,trust,little,129
display,quality,pathetic,135
battery,life,poor,10
google,pixel,new,54
video,file,large,106
user,experience,simple,71
iphone,model,older,45
android,product,compatible seamlessly other,7
voice,mail,visual,106
compatibility,issue,other,102
touch,response,excellent,152
bluetooth,connection,very easy,10
nerd,bit,little,157
battery,life,just as good,10
value,phone,still possibly best,106
pocket,issue,definite,213
butt,dial,impossible flatly,10
release,number,same,57
pit,bull,ill-tempered,213
display,issue,single,135
budget,price,friendly,10
android,version,current,7
glas,guy,full,54
kinda,guy,full,51
edge,spec,bleeding,28
price,point,current,213
feature,device,rich,79
android,device,pure other,7
android,system,older,7
operating,system,older,27
operating,system,available secure,27
selling,point,next,208
flagship,pixel,original,79
clas,performance,leading,6
setting,performance,leading,63
